TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2019,10,14,15,31,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,10,17,20,19,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,10,18,16,59,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,10,22,17,9,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,10,26,14,55,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,10,30,14,30,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,9,16,42,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,11,14,9,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,12,14,16,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,12,17,0,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,12,17,8,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,12,18,8,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,12,18,52,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,16,18,30,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,17,12,51,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,17,18,31,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,18,18,2,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,20,15,11,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,23,14,16,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,25,15,56,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,25,17,9,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,26,13,22,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,11,27,13,12,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,1,20,6,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,3,19,2,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,3,19,50,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,6,13,37,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,8,14,6,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,9,10,4,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,9,13,55,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,9,16,7,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,11,12,9,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,11,15,58,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,11,20,0,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,13,10,55,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,13,15,23,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,16,17,0,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,21,18,14,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,27,15,26,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,27,17,52,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,28,13,38,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,29,13,43,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,29,18,1,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,12,31,15,16,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2019,1,16,12,11,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2019,2,27,19,0,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2019,3,10,14,37,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2019,3,13,12,2,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2019,3,30,18,11,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2019,10,9,11,22,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2019,10,13,16,0,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2019,5,23,14,46,7XX GRANVILLE ST,Central Business District,491299.9891,5458762.5253
Other Theft,2019,2,5,12,45,7XX GRANVILLE ST,Central Business District,491311.5684,5458761.2037
Other Theft,2019,1,15,15,44,7XX GRANVILLE ST,Central Business District,491330.3452,5458780.0952
Other Theft,2019,4,16,13,50,7XX GRANVILLE ST,Central Business District,491330.3452,5458780.0952
Other Theft,2019,6,21,10,7,7XX GRANVILLE ST,Central Business District,491331.1941,5458780.9497
Other Theft,2019,7,22,16,48,7XX GRANVILLE ST,Central Business District,491335.6886,5458785.4716
Other Theft,2019,2,2,14,48,7XX GRANVILLE ST,Central Business District,491346.7749,5458796.6252
Other Theft,2019,1,7,10,47,7XX GRANVILLE ST,Central Business District,491364.9026,5458814.8639
Other Theft,2019,2,1,12,18,7XX GRANVILLE ST,Central Business District,491367.8989,5458817.8781
Other Theft,2019,7,19,18,45,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Other Theft,2019,8,30,19,0,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Other Theft,2019,2,21,17,9,7XX GRANVILLE ST,Central Business District,491373.1489,5458836.1313
Other Theft,2019,8,16,19,3,7XX GRANVILLE ST,Central Business District,491373.149,5458836.1313
Other Theft,2019,8,25,15,35,7XX GRANVILLE ST,Central Business District,491373.149,5458836.1313
Other Theft,2019,10,6,12,50,7XX GRANVILLE ST,Central Business District,491373.149,5458836.1313
Other Theft,2019,8,3,10,4,7XX GRANVILLE ST,Central Business District,491374.9402,5458824.9624
Other Theft,2019,12,7,9,0,7XX GRANVILLE ST,Central Business District,491382.8804,5458832.9515
Other Theft,2019,2,18,15,40,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Other Theft,2019,2,23,22,34,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Other Theft,2019,4,15,18,30,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Other Theft,2019,4,25,21,15,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Other Theft,2019,8,22,16,0,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Other Theft,2019,11,22,22,45,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Other Theft,2019,1,2,22,4,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,1,5,14,52,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,1,11,11,30,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,1,13,14,21,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,1,27,15,27,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,2,12,13,7,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,2,15,21,23,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,2,27,16,44,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,2,28,18,13,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,3,3,13,22,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,3,6,15,37,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,3,7,14,30,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,3,8,9,29,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,3,12,11,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,3,23,11,28,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,3,25,15,25,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,4,1,17,28,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,4,1,21,30,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,4,6,12,21,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,4,10,21,48,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,4,12,13,37,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,4,17,13,46,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,4,18,14,59,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,5,1,16,17,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,5,9,17,58,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,5,11,16,54,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,5,13,12,41,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,5,18,15,44,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,5,25,18,42,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,5,31,14,25,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,2,17,37,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,3,16,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,4,10,35,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,4,14,30,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,5,16,5,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,11,18,36,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,12,8,54,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,12,15,6,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,17,15,24,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,17,19,45,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,19,13,39,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,6,20,11,47,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,3,16,58,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,3,17,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,4,12,56,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,9,14,12,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,9,15,58,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,13,16,20,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,14,15,8,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,14,17,18,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,22,18,9,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,22,18,58,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,25,14,10,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,26,11,14,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,7,31,18,48,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,8,8,14,57,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,8,10,17,12,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,8,13,20,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,8,14,0,6,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,8,17,19,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,8,19,20,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,8,24,17,35,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,8,25,13,19,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,9,4,15,30,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,9,10,9,56,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,9,10,13,38,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,9,12,15,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,9,13,9,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2019,9,17,12,32,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
